,country,serial,firmid,wfinal,phase,cor2_1,date_1,time_1,cor2_2,date_2,time_2,cor2_3,date_3,time_3,cor4,cor5,resp,cor7,cor7_oth,eg_cor8,jo_cor8,ma_cor8,cor9,cor10,cor11,cor12,cor13,cor14,cor15,cor16,fir1,fir1_1,fir2,fir3,fir4,fir5,fir6_a,fir6_b,fir7,fir8_1,fir8_2,eg_fir9,jo_fir9,ma_fir9,fir10,fir11_1,fir11_2,fir12,fir13,fir14,fir15,fir16,fir17,fir18,fir19,fir20,fir21_1,fir21_2,fir22,fir23,fir24,fir25,fir26,eg_fir27,jo_fir27,ma_fir27,eg_fir28,jo_fir28,ma_fir28,eg_fir29,jo_fir29,ma_fir29,eg_fir30,jo_fir30,ma_fir30,eg_fir31,jo_fir31,ma_fir31,eg_fir32,jo_fir32,ma_fir32,fir33,fir34,fir35,fir36,fir37,fir37_oth,fir38_1,fir38_2,fir38_3,fir38_4,eg_fir39,jo_fir39,ma_fir39,eg_fir39_1,jo_fir39_1,ma_fir39_1,fir40,fir41,eg_fir42,jo_fir42,ma_fir42,eg_fir42_1,jo_fir42_1,ma_fir42_1,fir44,fir45
1793,Morocco,2516,50400002516,1.0541285,First phase 1st script,Complete,5/17/2022,1582-10-14 15:18:30,,,,,,,Yes,Less than 6,General Manager,Accomodation and food services,,,,Tanger-Tetouan-Al Hoceima,Urban,2014,Yes,No,No,No,,,5,,3,1,0,0,Female,University,25% or less,DK,2014,,,400,DK,,,No,,No,,No,10,Yes,No,No,DK,2021,Yes,Very important,0,0,,,,DK,,,"0 to less than 500,000 dirham",,,DK,,,"0 to less than 500,000 dirham",,,DK,,,"0 to less than 500,000 dirham",No,,No,,"private domestic individuals, companies or organizations",,25,75,0,0,,,DK,,,"0 to less than 500,000 dirham",6 to 20,90,,,DK,,,"0 to less than 50,000",No,No
1794,Morocco,2537,50400002537,0.90960056,First phase 1st script,Complete,5/20/2022,1582-10-14 15:07:25,,,,,,,Yes,6 to 49,Other person who can tell you about the business earnings and employees,Other Manufacturing or services (specify),Photographing and Advertising,,,Marrakech-Safi,Urban,2016,No,No,No,No,,Yes,7,,3,0,7,1,Male,Above university level,25% or less,DK,2016,,,DK,DK,,,No,,No,,Yes,50,Yes,Yes,"Yes, one person",,,Yes,Very important,1,1,,,,DK,,,"0 to less than 500,000 dirham",,,DK,,,"0 to less than 500,000 dirham",,,DK,,,"0 to less than 500,000 dirham",No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,DK,,,"0 to less than 500,000 dirham",21 to 100,100,,,DK,,,Don't know,Yes,Yes
1795,Morocco,2615,50400002615,0.62264323,First phase 1st script,Complete,5/19/2022,1582-10-14 12:35:55,,,,,,,Yes,6 to 49,Other senior manager (HR/CFO),"Agriculture, fishing or mining",,,,Fès-Meknès,Urban,2015,Yes,No,No,No,,,16,,5,7,0,0,Male,Secondary Technical/ (general or Azhar),51% to 75%,4,2019,,,200,2,,,Yes,20,No,,Yes,80,Yes,Yes,"Yes, one person",DK,2016,Yes,Very important,0,0,,,,100000,,,,,,1000000,,,,,,1000000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,600000,,,,1 to 5,1,,,50000,,,,Yes,Yes
1796,Morocco,2638,50400002638,0.7446498,First phase 1st script,Complete,5/20/2022,1582-10-14 10:30:06,,,,,,,No,Less than 6,Other senior manager (HR/CFO),Accomodation and food services,,,,Béni Mellal-Khénifra,Rural,2011,Yes,No,Yes,No,,,5,,4,0,5,0,Female,Above university level, 26% to 50%,DK,2021,,,200,DK,DK,2016,No,,No,,No,0,No,Yes,"Yes, one person",DK,2016,No,,0,0,0,,,400000,,,,,,DK,,,"0 to less than 500,000 dirham",,,500000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,100000,,,,1 to 5,50,,,20000,,,,No,Yes
1797,Morocco,2653,50400002653,0.45345193,First phase 1st script,Complete,5/20/2022,1582-10-14 12:03:24,,,,,,,Yes,6 to 49,Other senior manager (HR/CFO),Industry of Food,,,,Souss-Massa,Rural,2014,No,No,No,No,,Yes,20,,14,6,0,1,Male,Secondary Technical/ (general or Azhar), 26% to 50%,DK,2018,,,200,5,,,No,,No,,No,1,Yes,Yes,"Yes, one person",,,Yes,Very important,1,1,,,,36000,,,,,,DK,,,"0 to less than 500,000 dirham",,,55000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,600000,,,,101 or more,20,,,120000,,,,No,No
1798,Morocco,2654,50400002654,0.65956646,First phase 1st script,Complete,5/17/2022,1582-10-14 17:02:35,,,,,,,Yes,Less than 6,Owner,Accomodation and food services,,,,Béni Mellal-Khénifra,Urban,2019,No,No,No,No,,No,5,,5,0,5,0,Female,Less than primary,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,Don't know,,,DK,,,"0 to less than 500,000 dirham",,,DK,,,"0 to less than 500,000 dirham",No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,20000,,,,6 to 20,20,,,DK,,,"2,000,000 or more",Yes,Yes
1799,Morocco,2657,50400002657,0.8703764,First phase 1st script,Complete,5/19/2022,1582-10-14 17:02:37,,,,,,,Yes,Less than 6,Other senior manager (HR/CFO),Leather Products,,,,Fès-Meknès,Urban,2019,No,No,No,Yes,No,,5,,2,4,2,3,Male,Primary/ Preparatory,25% or less,DK,2019,,,200,2,4,2022,No,,Yes,DK,Yes,10,Yes,Yes,"Yes, one person",,,Yes,Very important,1,0,0,,,DK,,,"0 to less than 500,000 dirham",,,250000,,,,,,150000,,,,No,,No,,"private domestic individuals, companies or organizations",,90,0,10,0,,,20000,,,,21 to 100,70,,,DK,,,"50,000 to less than100,000",Yes,No
1800,Morocco,2659,50400002659,1.1880051,First phase 1st script,Complete,5/17/2022,1582-10-14 16:23:52,,,,,,,Yes,6 to 49,General Manager,Industry of Food,,,,Souss-Massa,Rural,2009,No,No,No,No,,No,11,,10,1,0,0,Female,University,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,,60000,,,,,,70000,,,,,,40000,,,,No,,No,,"private domestic individuals, companies or organizations",,80,0,10,10,,,100000,,,,6 to 20,10,,,100000,,,,Yes,Yes
1801,Morocco,2663,50400002663,1.1429509,First phase 1st script,Complete,5/18/2022,1582-10-14 11:46:22,,,,,,,Yes,6 to 49,Owner,Construction or utilities,,,,Casablanca-Settat,Urban,2007,Yes,No,Yes,No,,,12,,1,4,8,0,Male,Intermediate Institute/ Higher Institute,25% or less,2,2017,,,580,1,DK,DK,No,,No,,Yes,15,Yes,Yes,"Yes, one person",DK,2019,Yes,Very important,0,0,0,,,DK,,,"250,000 dirham to less than 500,000 dirham",,,DK,,,Don't know,,,600000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,100000,,,,6 to 20,100,,,5000,,,,Yes,No
1802,Morocco,2687,50400002687,0.4060717,First phase 1st script,Complete,5/21/2022,1582-10-14 10:51:37,,,,,,,Yes,6 to 49,Other senior manager (HR/CFO),Industry of Food,,,,Souss-Massa,Rural,2014,No,No,No,No,,No,15,,11,4,0,8,Male,Primary/ Preparatory,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,1500,,,,,,200000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,DK,,,"0 to less than 500,000 dirham",1 to 5,10,,,DK,,,"0 to less than 50,000",No,No
1803,Morocco,2715,50400002715,0.6890114,First phase 1st script,Complete,5/24/2022,1582-10-14 14:39:00,,,,,,,Yes,Less than 6,Other person who can tell you about the business earnings and employees,"Wood Products, Furniture, Paper & Publishing",,,,Marrakech-Safi,Urban,2018,No,No,No,No,,No,5,,1,0,3,0,Male,I don't know, 26% to 50%,,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,Don't know,,,DK,,,Don't know,,,DK,,,"0 to less than 500,000 dirham",No,,Yes,50,"private domestic individuals, companies or organizations",,100,0,0,0,,,DK,,,"250,000 dirham to less than 500,000 dirham",1 to 5,10,,,30000,,,,No,No
1804,Morocco,2720,50400002720,0.7072775,First phase 1st script,Complete,5/26/2022,1582-10-14 15:30:49,,,,,,,Yes,6 to 49,General Manager,Textile & Garments,,,,Tanger-Tetouan-Al Hoceima,Urban,DK,No,No,No,No,,No,15,,2,0,0,0,Male,University, 26% to 50%,,,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,Refuse,,,Refused,,,Refuse,,,Refused,,,Refuse,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,Refused,,,Refuse,21 to 100,40,,,Refused,,,"50,000 to less than100,000",Yes,Yes
1805,Morocco,2724,50400002724,1.0482396,First phase 1st script,Complete,5/27/2022,1582-10-14 13:51:15,,,,,,,Yes,6 to 49,General Manager,Other Manufacturing or services (specify),Beauty Center and Spa,,,Fès-Meknès,Urban,2017,No,No,No,No,,No,6,,5,0,6,0,Male,University, 26% to 50%,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,,,,,,20000,,,,,,20000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,40,,,,6 to 20,50,,,200000,,,,No,No
1806,Morocco,2729,50400002729,0.6890114,First phase 1st script,Complete,5/25/2022,1582-10-14 13:57:44,,,,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,,Fès-Meknès,Urban,2018,No,No,No,No,,No,3,,2,0,3,0,Female,University,more than 75%,,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 500,000 dirham",,,DK,,,"250,000 dirham to less than 500,000 dirham",,,DK,,,"250,000 dirham to less than 500,000 dirham",No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,DK,,,"0 to less than 500,000 dirham",1 to 5,50,,,DK,,,"0 to less than 50,000",No,No
1807,Morocco,2740,50400002740,0.9258434,First phase 1st script,Complete,5/27/2022,1582-10-14 11:50:53,,,,,,,Yes,Less than 6,General Manager,"Wood Products, Furniture, Paper & Publishing",,,,Rabat-Salé-Kénitra,Urban,2017,No,No,No,No,,No,5,,4,0,0,0,Male,University,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,,170000,,,,,,160000,,,,,,200000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,80000,,,,6 to 20,80,,,50000,,,,Yes,No
1808,Morocco,2762,50400002762,0.9559297,First phase 1st script,Complete,5/24/2022,1582-10-14 12:15:00,,,,,,,Yes,6 to 49,Owner,Retail or Wholesale or Services of Motor Vehicles,,,,Rabat-Salé-Kénitra,Urban,DK,Yes,No,No,No,,,8,,2,0,0,0,Male,University, 26% to 50%,5,DK,,,500,1,,,No,,No,,Yes,25,Yes,Yes,No,DK,2018,Yes,Neither/ nor,0,0,,,,Refused,,,Refuse,,,Refused,,,Refuse,,,Refused,,,Refuse,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,Refused,,,Refuse,21 to 100,50,,,Refused,,,"0 to less than 50,000",Yes,Yes
1809,Morocco,2779,50400002779,0.88409686,First phase 1st script,Complete,5/25/2022,1582-10-14 15:03:21,,,,,,,Yes,Less than 6,Other person who can tell you about the business earnings and employees,Retail or Wholesale or Services of Motor Vehicles,,,,Casablanca-Settat,Urban,2007,No,No,No,No,,No,5,,3,2,0,1,Male,Secondary Technical/ (general or Azhar),25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,,180000,,,,,,300000,,,,,,300000,,,,No,,Yes,35,"private domestic individuals, companies or organizations",,100,0,0,0,,,15000,,,,21 to 100,50,,,50000,,,,No,No
1810,Morocco,2797,50400002797,0.88794345,First phase 1st script,Complete,5/24/2022,1582-10-14 14:26:42,,,,,,,Yes,6 to 49,Other senior manager (HR/CFO),"Agriculture, fishing or mining",,,,Marrakech-Safi,Urban,2014,No,No,No,No,,No,8,,3,0,5,0,Male,Intermediate Institute/ Higher Institute, 26% to 50%,,,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,"0 to less than 500,000 dirham",,,250000,,,,,,DK,,,"250,000 dirham to less than 500,000 dirham",No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,DK,,,"250,000 dirham to less than 500,000 dirham",6 to 20,50,,,DK,,,"50,000 to less than100,000",No,No
1811,Morocco,2803,50400002803,0.72551477,First phase 1st script,Complete,5/28/2022,1582-10-14 13:53:34,,,,,,,Yes,6 to 49,Other person who can tell you about the business earnings and employees,"Wood Products, Furniture, Paper & Publishing",,,,Marrakech-Safi,Urban,2009,Yes,No,No,No,,,15,,7,10,4,0,Female,University, 26% to 50%,1,2017,,,250,1,,,Yes,20,Yes,DK,No,60,Yes,No,"Yes, one person",6,2019,No,,0,0,,,,500000,,,,,,1000000,,,,,,1000000,,,,No,,Yes,30,"private domestic individuals, companies or organizations",,100,0,0,0,,,200000,,,,21 to 100,50,,,150000,,,,No,Yes
1812,Morocco,2809,50400002809,0.5522575,First phase 1st script,Complete,5/27/2022,1582-10-14 14:24:36,,,,,,,Yes,6 to 49,Owner,"Wood Products, Furniture, Paper & Publishing",,,,Marrakech-Safi,Urban,2016,No,No,No,No,,No,7,,0,7,0,0,Male,University, 26% to 50%,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,,,,,,170000,,,,,,200000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,60000,,,,21 to 100,60,,,120000,,,,No,No
1813,Morocco,2818,50400002818,0.8951259,First phase 1st script,Complete,5/24/2022,1582-10-14 15:11:30,,,,,,,Yes,Less than 6,Other person who can tell you about the business earnings and employees,Retail or Wholesale or Services of Motor Vehicles,,,,Casablanca-Settat,Urban,2019,No,No,No,No,,No,3,,2,0,2,0,Male,University,more than 75%,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,,,,,,Refused,,,"0 to less than 500,000 dirham",,,Refused,,,"250,000 dirham to less than 500,000 dirham",No,,Yes,Refused,"private foreign individuals, companies or organizations",,0,DK,0,DK,,,500000,,,,1 to 5,50,,,Refused,,,Refuse,No,No
1814,Morocco,2822,50400002822,0.74043113,First phase 1st script,Complete,5/24/2022,1582-10-14 11:58:36,,,,,,,Yes,6 to 49,Other senior manager (HR/CFO),"Wood Products, Furniture, Paper & Publishing",,,,Casablanca-Settat,Urban,2017,No,No,No,No,,No,10,,2,2,8,0,Male,I don't know,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"500,000 dirham to less than 4,000,000 dirham",,,DK,,,"500,000 dirham to less than 4,000,000 dirham",,,DK,,,"500,000 dirham to less than 4,000,000 dirham",No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,DK,,,"250,000 dirham to less than 500,000 dirham",21 to 100,DK,,,DK,,,"100,000 to less than200,000",No,No
1815,Morocco,2825,50400002825,1.0287149,First phase 1st script,Complete,5/26/2022,1582-10-14 15:40:55,,,,,,,Yes,6 to 49,General Manager,Textile & Garments,,,,Casablanca-Settat,Urban,2019,No,No,No,No,,No,20,,15,10,0,0,Male,Above university level,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,,,,,,120000,,,,,,170000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,70000,,,,6 to 20,50,,,80000,,,,No,No
1816,Morocco,2829,50400002829,0.32978323,First phase 1st script,Complete,5/26/2022,1582-10-14 15:14:35,,,,,,,Yes,Less than 6,General Manager,"Agriculture, fishing or mining",,,,Fès-Meknès,Urban,2010,No,No,No,No,,No,3,,1,3,2,0,Male,University, 26% to 50%,,,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,"500,000 dirham to less than 4,000,000 dirham",,,Refused,,,"500,000 dirham to less than 4,000,000 dirham",,,40000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,DK,,,"250,000 dirham to less than 500,000 dirham",1 to 5,90,,,Refused,,,"50,000 to less than100,000",No,No
1817,Morocco,2832,50400002832,1.0129056,First phase 1st script,Complete,5/26/2022,1582-10-14 11:12:33,,,,,,,Yes,6 to 49,Other person who can tell you about the business earnings and employees,Textile & Garments,,,,Fès-Meknès,Urban,2017,No,No,No,No,,No,6,,4,2,0,0,Male,University,51% to 75%,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,,,,,,50000,,,,,,60000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,50000,,,,6 to 20,80,,,60000,,,,No,No
1818,Morocco,2845,50400002845,0.72551477,First phase 1st script,Complete,5/28/2022,1582-10-14 10:31:14,,,,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,,Rabat-Salé-Kénitra,Urban,2021,No,No,No,No,,No,5,,2,0,0,0,Female,University,51% to 75%,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,,,,,,,,,,,,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,100000,,,,1 to 5,70,,,20000,,,,No,No
1819,Morocco,2850,50400002850,0.3415612,First phase 1st script,Incomplete and call returned,5/25/2022,1582-10-14 11:45:32,Complete,5/27/2022,1582-10-14 12:00:09,,,,Yes,Less than 6,Owner,Financial activities or real estate,,,,Oriental,Urban,2010,Yes,No,No,No,,,2,,1,0,0,0,Male,University,25% or less,5,2017,,,200,2,,,No,,No,,Yes,100,Yes,Yes,"Yes, one person",5,2017,Yes,Very important,0,2,,,,300000,,,,,,300000,,,,,,250000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,50000,,,,101 or more,60,,,100000,,,,Yes,Yes
1820,Morocco,2866,50400002866,0.9363488,First phase 1st script,Incomplete and call returned,5/26/2022,1582-10-14 14:58:17,Complete,5/27/2022,1582-10-14 13:00:43,,,,No,Less than 6,Other person who can tell you about the business earnings and employees,Health,,,,Rabat-Salé-Kénitra,Urban,1995,No,No,No,No,,No,4,,3,0,0,0,Male,Above university level,more than 75%,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,,,,,,250000,,,,,,500000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,250000,,,,21 to 100,30,,,250000,,,,No,No
1821,Morocco,2881,50400002881,0.8933577,First phase 1st script,Incomplete and call returned,5/25/2022,1582-10-14 14:20:18,Complete,5/26/2022,1582-10-14 14:00:43,,,,Yes,Less than 6,Other person who can tell you about the business earnings and employees,Construction or utilities,,,,Marrakech-Safi,Urban,DK,Yes,No,No,No,,,5,,3,0,0,0,Male,I don't know,more than 75%,3,2022,,,200,20,,,No,,No,,Yes,20,Yes,No,No,3,2022,Yes,Important,3,6,,,,Refused,,,Refuse,,,Refused,,,"250,000 dirham to less than 500,000 dirham",,,Refused,,,"250,000 dirham to less than 500,000 dirham",No,,No,,"private domestic individuals, companies or organizations",,65,0,35,0,,,60000,,,,1 to 5,50,,,DK,,,"50,000 to less than100,000",No,No
1822,Morocco,2883,50400002883,0.33567223,First phase 1st script,Phone disconnected/ busy,5/25/2022,1582-10-14 15:15:48,Complete,5/26/2022,1582-10-14 13:22:03,,,,Yes,Less than 6,General Manager,Retail or Wholesale or Services of Motor Vehicles,,,,Marrakech-Safi,Urban,2019,No,No,No,No,,No,4,,3,0,4,0,Male,Above university level,51% to 75%,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,500000,,,,,,500000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,300000,,,,21 to 100,60,,,250000,,,,No,No
1823,Morocco,2887,50400002887,0.83623606,First phase 1st script,Incomplete and call returned,5/25/2022,1582-10-14 15:25:35,Complete,5/27/2022,1582-10-14 14:32:51,,,,Yes,6 to 49,General Manager,Construction or utilities,,,,Marrakech-Safi,Urban,2010,No,No,No,No,,No,10,,1,0,0,0,Male,University,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,Refuse,,,DK,,,Refuse,,,Refused,,,Refuse,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,Refused,,,Refuse,21 to 100,30,,,Refused,,,Refuse,Yes,Yes
1824,Morocco,2901,50400002901,0.89514804,First phase 1st script,Incomplete and call returned,5/24/2022,1582-10-14 15:39:48,Complete,5/27/2022,1582-10-14 12:11:03,,,,No,Less than 6,Other person who can tell you about the business earnings and employees,Retail or Wholesale or Services of Motor Vehicles,,,,Casablanca-Settat,Urban,DK,No,No,No,No,,No,4,,1,2,1,0,Female,University,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,"0 to less than 500,000 dirham",,,Refused,,,"250,000 dirham to less than 500,000 dirham",,,Refused,,,"250,000 dirham to less than 500,000 dirham",No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,DK,,,Don't know,6 to 20,DK,,,DK,,,Don't know,No,Yes
1825,Morocco,2902,50400002902,0.5304581,First phase 1st script,Complete,5/24/2022,1582-10-14 11:01:24,,,,,,,Yes,6 to 49,General Manager,Textile & Garments,,,,Casablanca-Settat,Urban,2015,No,No,No,No,,No,20,,16,5,3,2,Female,University,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,Refuse,,,Refused,,,"0 to less than 500,000 dirham",,,Refused,,,Refuse,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,Refused,,,"0 to less than 500,000 dirham",21 to 100,30,,,Refused,,,Refuse,Yes,Yes
1826,Morocco,2910,50400002910,0.9258434,First phase 1st script,Incomplete and call returned,5/27/2022,1582-10-14 12:04:48,Complete,5/28/2022,1582-10-14 14:10:09,,,,Yes,6 to 49,Other senior manager (HR/CFO),Leather Products,,,,Fès-Meknès,Urban,1986,No,No,No,No,,No,7,,6,6,6,0,Male,Above university level,51% to 75%,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,,,,,,200000,,,,,,400000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,20000,,,,21 to 100,50,,,30000,,,,Yes,No
1827,Morocco,2923,50400002923,0.31402877,First phase 1st script,Complete,5/23/2022,1582-10-14 14:11:45,,,,,,,Yes,50 to 199,Other person who can tell you about the business earnings and employees,"Wood Products, Furniture, Paper & Publishing",,,,Tanger-Tetouan-Al Hoceima,Urban,DK,No,No,No,No,,No,70,,20,22,22,0,Male,Above university level, 26% to 50%,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,,,,,,300000,,,,,,1000000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,Refused,,,Refuse,101 or more,30,,,Refused,,,Refuse,Yes,Yes
1828,Morocco,2945,50400002945,1.1895752,First phase 1st script,Complete,5/28/2022,1582-10-14 15:05:37,,,,,,,Yes,6 to 49,General Manager,Construction or utilities,,,,Oriental,Urban,2011,No,No,No,No,,No,30,,7,20,10,8,Female,Secondary Technical/ (general or Azhar),25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,"250,000 dirham to less than 500,000 dirham",,,Refused,,,"250,000 dirham to less than 500,000 dirham",,,Refused,,,"0 to less than 500,000 dirham",No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,DK,,,"0 to less than 500,000 dirham",21 to 100,5,,,DK,,,"50,000 to less than100,000",No,No
1829,Morocco,2975,50400002975,1.0482396,First phase 1st script,Complete,5/27/2022,1582-10-14 11:28:04,,,,,,,Yes,6 to 49,Owner,Leather Products,,,,Fès-Meknès,Urban,2010,Yes,Yes,No,No,,,35,,11,0,15,0,Male,Secondary Technical/ (general or Azhar),25% or less,DK,DK,,,DK,30,,,No,,No,,No,Refused,Yes,Yes,No,DK,DK,Yes,Important,0,0,,,,Refused,,,Refuse,,,Refused,,,Refuse,,,Refused,,,Refuse,Yes,DK,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,Refused,,,"0 to less than 500,000 dirham",21 to 100,50,,,150000,,,,No,Yes
1830,Morocco,2979,50400002979,0.9258434,First phase 1st script,Complete,5/28/2022,1582-10-14 11:09:27,,,,,,,Yes,6 to 49,Other person who can tell you about the business earnings and employees,Financial activities or real estate,,,,Drâa-Tafilalet,Urban,2016,No,No,No,No,,Yes,9,,3,0,2,0,Male,Above university level,more than 75%,DK,2016,,,550,5,,,No,,No,,No,75,Yes,Yes,"Yes, one person",,,No,,0,1,,,,DK,,,"500,000 dirham to less than 4,000,000 dirham",,,DK,,,"500,000 dirham to less than 4,000,000 dirham",,,4000000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,DK,,,Don't know,6 to 20,95,,,DK,,,Don't know,No,No
1831,Morocco,2986,50400002986,0.33567223,First phase 1st script,Complete,5/28/2022,1582-10-14 14:50:20,,,,,,,Yes,6 to 49,Other person who can tell you about the business earnings and employees,Retail or Wholesale or Services of Motor Vehicles,,,,Casablanca-Settat,Urban,2016,No,No,No,No,,No,6,,2,0,0,0,Male,University, 26% to 50%,,,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,"250,000 dirham to less than 500,000 dirham",,,Refused,,,"250,000 dirham to less than 500,000 dirham",,,Refused,,,"250,000 dirham to less than 500,000 dirham",No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,DK,,,"250,000 dirham to less than 500,000 dirham",6 to 20,20,,,DK,,,Don't know,No,No
1832,Morocco,2996,50400002996,0.45345193,First phase 1st script,Complete,5/27/2022,1582-10-14 15:21:29,,,,,,,Yes,6 to 49,General Manager,Textile & Garments,,,,Casablanca-Settat,Urban,2015,No,No,No,No,,No,15,,9,3,3,0,Female,Above university level,51% to 75%,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,,,,,,170000,,,,,,330000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,DK,,,"250,000 dirham to less than 500,000 dirham",1 to 5,70,,,150000,,,,No,No
1833,Morocco,3006,50400003006,0.65956646,First phase 1st script,Complete,5/28/2022,1582-10-14 14:41:42,,,,,,,Yes,Less than 6,Owner,Accomodation and food services,,,,Marrakech-Safi,Urban,2018,No,No,No,No,,No,4,,4,0,0,0,Female,Intermediate Institute/ Higher Institute,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,,360000,,,,,,200000,,,,,,360000,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,90000,,,,101 or more,80,,,200000,,,,No,No
1834,Morocco,3010,50400003010,1.0776845,First phase 1st script,Complete,5/23/2022,1582-10-14 15:49:46,,,,,,,Yes,6 to 49,Other person who can tell you about the business earnings and employees,Non-Metallic Mineral Products,,,,Casablanca-Settat,Urban,2010,No,No,No,No,,No,15,,8,0,3,0,Female,Above university level,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,"250,000 dirham to less than 500,000 dirham",,,Refused,,,"0 to less than 500,000 dirham",,,Refused,,,"500,000 dirham to less than 4,000,000 dirham",No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,Refused,,,"250,000 dirham to less than 500,000 dirham",101 or more,25,,,DK,,,"0 to less than 50,000",No,No
1835,Morocco,3014,50400003014,1.0423505,First phase 1st script,Complete,5/27/2022,1582-10-14 10:57:27,,,,,,,Yes,Less than 6,Owner,Information and communication or IT,,,,Casablanca-Settat,Urban,2020,No,No,No,No,,No,3,,2,0,0,0,Female,Above university level,more than 75%,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,,,,,,80000,,,,,,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,,30000,,,,6 to 20,80,,,30000,,,,No,No
